Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact,Root_Cause_Clean,Customer_Impact_Clean,Business_Unit,Process
TKT-011239,4,8,3,Germany,Medium,2025-08-30,11.2,72,False,Resolved,Unknown,24,Low,False,High,Unknown,High,Manufacturing,Customer Support
TKT-011240,3,4,5,US,High,2024-09-18,10.5,24,False,In Progress,Integration Failure,48,Medium,False,Medium,Integration Failure,Medium,Supply Chain,Production Support
TKT-011241,3,8,5,Australia,High,2025-09-05,39.8,24,True,Resolved,System Defect,60,Medium,True,Low,System Defect,Low,Supply Chain,Customer Support
TKT-011242,3,4,6,Singapore,Low,2025-12-27,83.8,120,False,In Progress,Missing Data,37,Low,False,High,Missing Data,High,Supply Chain,Production Support
TKT-011243,8,3,6,France,High,2025-09-05,24.2,24,True,Closed,External Dependency,72,High,True,Medium,External Dependency,Medium,Commercial Operations,Inventory Planning
TKT-011244,3,7,3,UK,Medium,2025-01-03,213.8,72,True,Resolved,Missing Data,65,Medium,True,,Missing Data,Unknown,Supply Chain,Invoice Processing
TKT-011245,1,6,3,US,High,2025-10-09,32.2,24,True,Resolved,System Defect,65,Medium,True,High,System Defect,High,Customer Operations,System Access
TKT-011246,4,1,8,France,Medium,2025-04-08,25.1,72,False,Resolved,Process Gap,42,Medium,False,High,Process Gap,High,Manufacturing,Order Management
TKT-011247,8,5,1,UK,Medium,2025-01-19,20.4,72,False,Resolved,Missing Data,46,Medium,False,Low,Missing Data,Low,Commercial Operations,Submission Management
TKT-011248,8,7,1,France,Medium,2024-11-06,42.3,72,False,Open,External Dependency,32,Low,False,Low,External Dependency,Low,Commercial Operations,Invoice Processing
TKT-011249,1,3,2,Canada,Medium,2025-03-03,31.4,72,False,Resolved,Training Gap,48,Medium,False,,Training Gap,Unknown,Customer Operations,Inventory Planning
TKT-011250,5,3,2,Singapore,Low,2025-08-03,39.8,120,False,Resolved,Missing Data,34,Low,False,,Missing Data,Unknown,Regulatory Affairs,Inventory Planning
TKT-011251,2,8,5,UK,Medium,2025-09-26,51.6,72,False,Resolved,Process Gap,37,Low,False,Low,Process Gap,Low,Quality Assurance,Customer Support
TKT-011252,7,6,3,US,Medium,2025-01-17,44.1,72,False,Resolved,Training Gap,19,Low,False,,Training Gap,Unknown,Finance,System Access
TKT-011253,1,3,5,France,Low,2024-09-01,157.9,120,True,Resolved,Training Gap,33,Low,True,Medium,Training Gap,Medium,Customer Operations,Inventory Planning
TKT-011254,7,3,6,Canada,Low,2025-09-06,23.3,120,False,Resolved,Training Gap,8,Low,False,Low,Training Gap,Low,Finance,Inventory Planning
TKT-011255,5,5,6,France,Medium,2025-01-04,4.2,72,False,Closed,System Defect,22,Low,False,Low,System Defect,Low,Regulatory Affairs,Submission Management
TKT-011256,7,3,6,Singapore,Low,2024-10-23,160.1,120,True,Closed,Training Gap,41,Medium,True,Severe,Training Gap,Severe,Finance,Inventory Planning
TKT-011257,6,3,5,France,Critical,2024-03-03,14.4,8,True,Closed,Process Gap,78,High,False,Low,Process Gap,Low,IT Operations,Inventory Planning
TKT-011258,4,5,1,Canada,Medium,2024-02-28,7.3,72,False,Resolved,Human Error,29,Low,False,Low,Human Error,Low,Manufacturing,Submission Management
TKT-011259,7,5,4,UK,Low,2024-05-07,19.2,120,False,Resolved,Process Gap,28,Low,False,Low,Process Gap,Low,Finance,Submission Management
TKT-011260,6,7,2,Singapore,High,2024-12-03,109.9,24,True,Closed,Process Gap,62,Medium,True,,Process Gap,Unknown,IT Operations,Invoice Processing
TKT-011261,1,3,2,US,High,2024-10-31,29.5,24,True,Resolved,Missing Data,66,Medium,False,High,Missing Data,High,Customer Operations,Inventory Planning
TKT-011262,7,7,8,US,High,2025-10-01,28.9,24,True,Resolved,Missing Data,59,Medium,True,Low,Missing Data,Low,Finance,Invoice Processing
TKT-011263,7,6,1,UK,Medium,2024-09-09,129.9,72,True,Resolved,Integration Failure,61,Medium,False,,Integration Failure,Unknown,Finance,System Access
TKT-011264,5,8,6,Netherlands,Medium,2025-10-17,71.9,72,False,Closed,Human Error,48,Medium,False,Medium,Human Error,Medium,Regulatory Affairs,Customer Support
TKT-011265,1,4,5,Australia,Medium,2025-12-10,18.2,72,False,Closed,Integration Failure,29,Low,False,Low,Integration Failure,Low,Customer Operations,Production Support
TKT-011266,1,1,1,Australia,Low,2025-05-21,43.1,120,False,Resolved,Training Gap,31,Low,False,Medium,Training Gap,Medium,Customer Operations,Order Management
TKT-011267,4,5,3,US,Medium,2024-06-18,28.5,72,False,In Progress,Human Error,26,Low,False,Medium,Human Error,Medium,Manufacturing,Submission Management
TKT-011268,1,6,4,US,High,2025-03-11,28.2,24,True,Open,Human Error,66,Medium,True,Low,Human Error,Low,Customer Operations,System Access
TKT-011269,2,6,3,UK,Low,2025-01-27,62.8,120,False,Closed,Missing Data,28,Low,False,,Missing Data,Unknown,Quality Assurance,System Access
TKT-011270,5,6,3,US,High,2025-12-13,23.1,24,False,Closed,External Dependency,34,Low,False,Low,External Dependency,Low,Regulatory Affairs,System Access
TKT-011271,8,1,6,UK,High,2025-07-01,72.7,24,True,Closed,Process Gap,74,High,False,,Process Gap,Unknown,Commercial Operations,Order Management
TKT-011272,4,7,7,Netherlands,High,2025-02-15,18.7,24,False,Open,Missing Data,35,Low,False,,Missing Data,Unknown,Manufacturing,Invoice Processing
TKT-011273,5,6,3,Canada,Medium,2025-09-07,31.0,72,False,Open,Missing Data,39,Low,False,Low,Missing Data,Low,Regulatory Affairs,System Access
TKT-011274,4,6,4,Germany,High,2024-11-15,10.3,24,False,In Progress,Process Gap,33,Low,False,Medium,Process Gap,Medium,Manufacturing,System Access
TKT-011275,2,4,5,Australia,High,2024-07-04,4.4,24,False,Closed,Process Gap,60,Medium,False,Low,Process Gap,Low,Quality Assurance,Production Support
TKT-011276,7,3,2,Canada,High,2024-08-01,10.4,24,False,In Progress,Process Gap,32,Low,False,,Process Gap,Unknown,Finance,Inventory Planning
TKT-011277,8,1,3,Germany,High,2024-04-21,7.7,24,False,Resolved,Missing Data,59,Medium,False,Medium,Missing Data,Medium,Commercial Operations,Order Management
TKT-011278,4,5,4,UK,Medium,2024-06-06,6.9,72,False,Open,Missing Data,29,Low,False,Medium,Missing Data,Medium,Manufacturing,Submission Management
TKT-011279,4,4,8,Canada,Medium,2024-06-21,23.4,72,False,Resolved,External Dependency,35,Low,False,Medium,External Dependency,Medium,Manufacturing,Production Support
TKT-011280,2,3,8,US,Medium,2024-09-15,21.2,72,False,Resolved,Human Error,22,Low,False,High,Human Error,High,Quality Assurance,Inventory Planning
TKT-011281,5,6,3,UK,High,2025-08-07,82.8,24,True,Closed,Integration Failure,68,Medium,False,Low,Integration Failure,Low,Regulatory Affairs,System Access
TKT-011282,4,5,2,Netherlands,High,2024-12-02,41.1,24,True,In Progress,Unknown,72,High,True,Low,Unknown,Low,Manufacturing,Submission Management
TKT-011283,7,2,6,Canada,Low,2024-12-09,106.3,120,False,Resolved,Human Error,9,Low,False,Low,Human Error,Low,Finance,Quality Review
TKT-011284,7,1,3,US,Critical,2024-11-19,31.3,8,True,Open,Human Error,63,Medium,True,Low,Human Error,Low,Finance,Order Management
TKT-011285,4,4,7,Germany,Low,2024-05-15,129.1,120,True,Open,External Dependency,41,Medium,False,Low,External Dependency,Low,Manufacturing,Production Support
TKT-011286,4,4,6,Germany,High,2025-09-23,100.8,24,True,Closed,Integration Failure,70,High,True,,Integration Failure,Unknown,Manufacturing,Production Support
TKT-011287,5,6,4,Netherlands,Low,2025-12-03,35.2,120,False,Resolved,System Defect,34,Low,False,,System Defect,Unknown,Regulatory Affairs,System Access
TKT-011288,3,8,3,France,Medium,2025-08-06,22.6,72,False,Resolved,System Defect,32,Low,False,Low,System Defect,Low,Supply Chain,Customer Support
TKT-011289,3,4,5,US,Medium,2024-05-30,71.1,72,False,In Progress,System Defect,40,Medium,False,,System Defect,Unknown,Supply Chain,Production Support
TKT-011290,2,1,1,France,Medium,2025-06-03,32.9,72,False,Closed,Process Gap,26,Low,False,Medium,Process Gap,Medium,Quality Assurance,Order Management
TKT-011291,2,5,2,Germany,Medium,2025-11-16,68.8,72,False,Closed,Training Gap,47,Medium,False,Low,Training Gap,Low,Quality Assurance,Submission Management
TKT-011292,8,1,7,Netherlands,High,2024-01-26,68.7,24,True,Resolved,Human Error,78,High,True,,Human Error,Unknown,Commercial Operations,Order Management
TKT-011293,6,3,7,UK,Medium,2024-12-22,49.9,72,False,Closed,External Dependency,36,Low,False,Low,External Dependency,Low,IT Operations,Inventory Planning
TKT-011294,5,3,7,France,Medium,2025-01-12,3.2,72,False,Resolved,Missing Data,36,Low,False,High,Missing Data,High,Regulatory Affairs,Inventory Planning
TKT-011295,3,8,3,US,Critical,2024-04-10,13.5,8,True,Resolved,Unknown,60,Medium,False,,Unknown,Unknown,Supply Chain,Customer Support
TKT-011296,8,5,4,Canada,Critical,2024-02-14,9.1,8,True,Closed,Human Error,86,High,False,,Human Error,Unknown,Commercial Operations,Submission Management
TKT-011297,8,1,1,Singapore,Medium,2024-12-14,2.6,72,False,Open,External Dependency,43,Medium,False,High,External Dependency,High,Commercial Operations,Order Management
TKT-011298,1,6,5,US,High,2025-04-29,44.6,24,True,Closed,External Dependency,64,Medium,False,Low,External Dependency,Low,Customer Operations,System Access
TKT-011299,8,2,5,Germany,Medium,2024-04-06,22.0,72,False,In Progress,External Dependency,24,Low,False,,External Dependency,Unknown,Commercial Operations,Quality Review
TKT-011300,5,6,2,US,High,2024-10-31,17.2,24,False,Resolved,Integration Failure,50,Medium,False,,Integration Failure,Unknown,Regulatory Affairs,System Access
TKT-011301,4,8,2,Singapore,Medium,2024-03-23,20.9,72,False,Resolved,Unknown,24,Low,False,Low,Unknown,Low,Manufacturing,Customer Support
TKT-011302,8,1,8,Netherlands,High,2024-03-07,53.2,24,True,Resolved,Process Gap,75,High,True,,Process Gap,Unknown,Commercial Operations,Order Management
TKT-011303,8,2,6,Netherlands,Medium,2025-09-24,54.5,72,False,In Progress,Training Gap,24,Low,False,Low,Training Gap,Low,Commercial Operations,Quality Review
TKT-011304,7,1,1,Canada,High,2024-09-17,25.8,24,True,Open,Training Gap,62,Medium,True,Low,Training Gap,Low,Finance,Order Management
TKT-011305,4,8,3,UK,Critical,2025-03-05,2.2,8,False,In Progress,Human Error,59,Medium,False,,Human Error,Unknown,Manufacturing,Customer Support
TKT-011306,2,8,7,UK,Critical,2024-04-19,14.9,8,True,In Progress,Training Gap,65,Medium,True,Medium,Training Gap,Medium,Quality Assurance,Customer Support
TKT-011307,7,7,7,UK,Low,2024-01-09,59.7,120,False,In Progress,System Defect,38,Low,False,,System Defect,Unknown,Finance,Invoice Processing
TKT-011308,7,4,1,Canada,High,2025-06-29,14.8,24,False,Closed,External Dependency,46,Medium,False,,External Dependency,Unknown,Finance,Production Support
TKT-011309,7,5,5,Singapore,Medium,2025-09-01,178.2,72,True,Closed,Unknown,42,Medium,True,High,Unknown,High,Finance,Submission Management
TKT-011310,2,2,6,Canada,Critical,2025-05-28,6.0,8,False,In Progress,Unknown,41,Medium,False,Low,Unknown,Low,Quality Assurance,Quality Review
TKT-011311,4,1,4,Germany,High,2024-04-12,57.9,24,True,Open,System Defect,79,High,True,,System Defect,Unknown,Manufacturing,Order Management
TKT-011312,2,6,2,Germany,Medium,2024-10-03,36.7,72,False,Closed,Training Gap,36,Low,False,,Training Gap,Unknown,Quality Assurance,System Access
TKT-011313,2,3,7,Canada,Medium,2024-10-15,10.0,72,False,Closed,Integration Failure,30,Low,False,Medium,Integration Failure,Medium,Quality Assurance,Inventory Planning
TKT-011314,7,8,2,Australia,Low,2024-09-15,68.4,120,False,Resolved,External Dependency,37,Low,False,Medium,External Dependency,Medium,Finance,Customer Support
TKT-011315,3,2,4,Canada,Low,2024-04-23,71.9,120,False,Resolved,External Dependency,24,Low,False,,External Dependency,Unknown,Supply Chain,Quality Review
TKT-011316,7,3,3,Australia,Medium,2024-12-31,72.2,72,True,Resolved,Training Gap,40,Medium,True,High,Training Gap,High,Finance,Inventory Planning
TKT-011317,4,3,1,Canada,Medium,2025-07-04,42.7,72,False,Closed,Human Error,29,Low,False,High,Human Error,High,Manufacturing,Inventory Planning
TKT-011318,4,6,1,France,Medium,2024-06-16,45.6,72,False,Resolved,Human Error,43,Medium,False,,Human Error,Unknown,Manufacturing,System Access
TKT-011319,8,1,7,Australia,Medium,2025-12-11,16.9,72,False,In Progress,Missing Data,47,Medium,False,High,Missing Data,High,Commercial Operations,Order Management
TKT-011320,6,4,1,Germany,Low,2025-04-16,45.8,120,False,In Progress,Integration Failure,22,Low,False,,Integration Failure,Unknown,IT Operations,Production Support
TKT-011321,4,7,4,Canada,Medium,2024-07-01,39.1,72,False,Closed,External Dependency,18,Low,False,,External Dependency,Unknown,Manufacturing,Invoice Processing
TKT-011322,3,7,3,US,Medium,2025-06-10,44.7,72,False,Closed,System Defect,30,Low,False,,System Defect,Unknown,Supply Chain,Invoice Processing
TKT-011323,2,4,1,Canada,High,2025-09-12,12.9,24,False,Resolved,External Dependency,41,Medium,False,Medium,External Dependency,Medium,Quality Assurance,Production Support
TKT-011324,3,5,6,UK,Critical,2024-10-15,3.6,8,False,In Progress,Human Error,61,Medium,False,Low,Human Error,Low,Supply Chain,Submission Management
TKT-011325,6,7,2,Netherlands,Low,2025-10-18,179.6,120,True,Closed,Integration Failure,34,Low,False,Low,Integration Failure,Low,IT Operations,Invoice Processing
TKT-011326,4,6,6,Netherlands,High,2025-10-22,25.6,24,True,Resolved,Process Gap,50,Medium,True,Medium,Process Gap,Medium,Manufacturing,System Access
TKT-011327,2,8,4,Germany,Medium,2024-08-28,26.4,72,False,Resolved,Missing Data,37,Low,False,Low,Missing Data,Low,Quality Assurance,Customer Support
TKT-011328,8,7,5,Netherlands,High,2024-07-23,38.0,24,True,Resolved,System Defect,70,High,True,Medium,System Defect,Medium,Commercial Operations,Invoice Processing
TKT-011329,5,6,1,US,Low,2025-11-06,26.5,120,False,Resolved,Missing Data,16,Low,False,Low,Missing Data,Low,Regulatory Affairs,System Access
TKT-011330,6,2,4,Singapore,Critical,2024-03-12,6.3,8,False,Resolved,External Dependency,64,Medium,False,Medium,External Dependency,Medium,IT Operations,Quality Review
TKT-011331,3,4,1,UK,Low,2025-03-02,62.2,120,False,In Progress,Training Gap,34,Low,False,High,Training Gap,High,Supply Chain,Production Support
TKT-011332,5,5,8,US,High,2025-08-02,69.6,24,True,Resolved,Missing Data,66,Medium,False,,Missing Data,Unknown,Regulatory Affairs,Submission Management
TKT-011333,4,4,2,Singapore,Low,2025-09-22,64.9,120,False,Closed,Human Error,24,Low,False,,Human Error,Unknown,Manufacturing,Production Support
TKT-011334,6,5,4,Singapore,Medium,2024-05-09,8.2,72,False,Closed,Integration Failure,25,Low,False,Low,Integration Failure,Low,IT Operations,Submission Management
TKT-011335,5,7,6,Singapore,High,2025-05-31,112.7,24,True,In Progress,Unknown,74,High,True,,Unknown,Unknown,Regulatory Affairs,Invoice Processing
TKT-011336,6,5,7,US,Medium,2025-11-05,28.6,72,False,Closed,Process Gap,48,Medium,False,Low,Process Gap,Low,IT Operations,Submission Management
TKT-011337,2,3,8,Australia,High,2025-12-21,76.0,24,True,Resolved,Missing Data,65,Medium,True,,Missing Data,Unknown,Quality Assurance,Inventory Planning
TKT-011338,2,1,8,Netherlands,High,2025-09-24,10.1,24,False,In Progress,Human Error,30,Low,False,Medium,Human Error,Medium,Quality Assurance,Order Management
TKT-011339,5,2,5,Netherlands,Low,2025-05-30,181.2,120,True,Closed,Integration Failure,42,Medium,False,Low,Integration Failure,Low,Regulatory Affairs,Quality Review
TKT-011340,8,4,6,Germany,Medium,2025-02-02,194.4,72,True,Resolved,Missing Data,46,Medium,False,Low,Missing Data,Low,Commercial Operations,Production Support
TKT-011341,3,5,1,Canada,Medium,2024-03-11,57.1,72,False,Resolved,Human Error,30,Low,False,Low,Human Error,Low,Supply Chain,Submission Management
TKT-011342,8,3,4,Canada,High,2025-07-24,44.1,24,True,Closed,Missing Data,59,Medium,False,,Missing Data,Unknown,Commercial Operations,Inventory Planning
TKT-011343,1,5,6,UK,Medium,2024-12-20,22.7,72,False,Resolved,System Defect,20,Low,False,Low,System Defect,Low,Customer Operations,Submission Management
TKT-011344,8,7,6,Netherlands,Low,2024-06-17,68.7,120,False,Resolved,Integration Failure,19,Low,False,Severe,Integration Failure,Severe,Commercial Operations,Invoice Processing
TKT-011345,4,2,8,Canada,Medium,2025-10-14,26.5,72,False,Closed,Human Error,24,Low,False,Low,Human Error,Low,Manufacturing,Quality Review
TKT-011346,5,7,8,Canada,Low,2025-03-04,52.0,120,False,Closed,Unknown,22,Low,False,Low,Unknown,Low,Regulatory Affairs,Invoice Processing
TKT-011347,8,1,6,Canada,Low,2025-11-14,56.1,120,False,In Progress,Training Gap,11,Low,False,Low,Training Gap,Low,Commercial Operations,Order Management
TKT-011348,7,5,7,Canada,High,2025-07-01,12.1,24,False,Closed,Missing Data,36,Low,False,High,Missing Data,High,Finance,Submission Management
TKT-011349,3,8,4,Singapore,High,2025-12-16,19.1,24,False,Resolved,Integration Failure,30,Low,False,Low,Integration Failure,Low,Supply Chain,Customer Support
TKT-011350,5,5,7,Canada,Low,2025-02-26,73.3,120,False,Closed,External Dependency,16,Low,False,,External Dependency,Unknown,Regulatory Affairs,Submission Management
TKT-011351,3,2,5,Singapore,Medium,2024-08-31,50.5,72,False,Resolved,System Defect,43,Medium,False,,System Defect,Unknown,Supply Chain,Quality Review
TKT-011352,6,8,1,France,Critical,2024-02-13,15.0,8,True,Resolved,Process Gap,73,High,True,Low,Process Gap,Low,IT Operations,Customer Support
TKT-011353,4,5,2,Singapore,High,2025-01-28,50.3,24,True,In Progress,Integration Failure,77,High,False,Low,Integration Failure,Low,Manufacturing,Submission Management
TKT-011354,2,2,7,Germany,Medium,2024-02-15,24.1,72,False,Resolved,Integration Failure,41,Medium,False,,Integration Failure,Unknown,Quality Assurance,Quality Review
TKT-011355,8,1,6,France,Medium,2025-05-16,8.8,72,False,In Progress,External Dependency,33,Low,False,Low,External Dependency,Low,Commercial Operations,Order Management
TKT-011356,5,1,8,Australia,High,2024-05-04,21.5,24,False,Resolved,Unknown,58,Medium,False,High,Unknown,High,Regulatory Affairs,Order Management
TKT-011357,2,3,4,US,High,2025-06-05,11.1,24,False,Open,External Dependency,52,Medium,False,,External Dependency,Unknown,Quality Assurance,Inventory Planning
TKT-011358,4,4,1,Netherlands,Low,2024-06-19,26.7,120,False,In Progress,Unknown,23,Low,False,,Unknown,Unknown,Manufacturing,Production Support
TKT-011359,2,2,3,UK,Medium,2025-12-08,57.4,72,False,Resolved,Process Gap,47,Medium,False,Medium,Process Gap,Medium,Quality Assurance,Quality Review
TKT-011360,3,3,5,Netherlands,Medium,2025-02-20,30.7,72,False,Closed,Integration Failure,22,Low,False,Low,Integration Failure,Low,Supply Chain,Inventory Planning
TKT-011361,3,7,6,Singapore,Medium,2024-04-28,41.9,72,False,Open,Unknown,18,Low,False,,Unknown,Unknown,Supply Chain,Invoice Processing
TKT-011362,6,7,1,Netherlands,Medium,2025-06-22,13.3,72,False,In Progress,Human Error,36,Low,False,Medium,Human Error,Medium,IT Operations,Invoice Processing
